"","t","month","fighter","interest","region","country.etc","pop","lat","long","capital"
"650",130,2014-10-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"651",131,2014-11-01,"conor",1,"Dublin","Ireland",1030431,53.33,-6.25,1
"652",131,2014-11-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"653",131,2014-11-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"654",131,2014-11-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"655",131,2014-11-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"656",132,2014-12-01,"conor",1,"Dublin","Ireland",1030431,53.33,-6.25,1
"657",132,2014-12-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"658",132,2014-12-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"659",132,2014-12-01,"floyd",4,"Grand Rapids","USA",193006,42.96,-85.66,0
"660",132,2014-12-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"661",133,2015-01-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"662",133,2015-01-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"663",133,2015-01-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"664",133,2015-01-01,"floyd",4,"Grand Rapids","USA",193006,42.96,-85.66,0
"665",133,2015-01-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"666",134,2015-02-01,"conor",1,"Dublin","Ireland",1030431,53.33,-6.25,1
"667",134,2015-02-01,"nate",1,"Stockton","USA",299188,37.97,-121.31,0
"668",134,2015-02-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"669",134,2015-02-01,"floyd",6,"Grand Rapids","USA",193006,42.96,-85.66,0
"670",134,2015-02-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"671",135,2015-03-01,"conor",1,"Dublin","Ireland",1030431,53.33,-6.25,1
"672",135,2015-03-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"673",135,2015-03-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"674",135,2015-03-01,"floyd",7,"Grand Rapids","USA",193006,42.96,-85.66,0
"675",135,2015-03-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"676",136,2015-04-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"677",136,2015-04-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"678",136,2015-04-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"679",136,2015-04-01,"floyd",19,"Grand Rapids","USA",193006,42.96,-85.66,0
"680",136,2015-04-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"681",137,2015-05-01,"conor",1,"Dublin","Ireland",1030431,53.33,-6.25,1
"682",137,2015-05-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"683",137,2015-05-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"684",137,2015-05-01,"floyd",63,"Grand Rapids","USA",193006,42.96,-85.66,0
"685",137,2015-05-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"686",138,2015-06-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"687",138,2015-06-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"688",138,2015-06-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"689",138,2015-06-01,"floyd",3,"Grand Rapids","USA",193006,42.96,-85.66,0
"690",138,2015-06-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"691",139,2015-07-01,"conor",6,"Dublin","Ireland",1030431,53.33,-6.25,1
"692",139,2015-07-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"693",139,2015-07-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"694",139,2015-07-01,"floyd",3,"Grand Rapids","USA",193006,42.96,-85.66,0
"695",139,2015-07-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"696",140,2015-08-01,"conor",1,"Dublin","Ireland",1030431,53.33,-6.25,1
"697",140,2015-08-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"698",140,2015-08-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"699",140,2015-08-01,"floyd",3,"Grand Rapids","USA",193006,42.96,-85.66,0
"700",140,2015-08-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"701",141,2015-09-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"702",141,2015-09-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"703",141,2015-09-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"704",141,2015-09-01,"floyd",8,"Grand Rapids","USA",193006,42.96,-85.66,0
"705",141,2015-09-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"706",142,2015-10-01,"conor",1,"Dublin","Ireland",1030431,53.33,-6.25,1
"707",142,2015-10-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"708",142,2015-10-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"709",142,2015-10-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"710",142,2015-10-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"711",143,2015-11-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"712",143,2015-11-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"713",143,2015-11-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"714",143,2015-11-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"715",143,2015-11-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"716",144,2015-12-01,"conor",14,"Dublin","Ireland",1030431,53.33,-6.25,1
"717",144,2015-12-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"718",144,2015-12-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"719",144,2015-12-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"720",144,2015-12-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"721",145,2016-01-01,"conor",4,"Dublin","Ireland",1030431,53.33,-6.25,1
"722",145,2016-01-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"723",145,2016-01-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"724",145,2016-01-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"725",145,2016-01-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"726",146,2016-02-01,"conor",5,"Dublin","Ireland",1030431,53.33,-6.25,1
"727",146,2016-02-01,"nate",1,"Stockton","USA",299188,37.97,-121.31,0
"728",146,2016-02-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"729",146,2016-02-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"730",146,2016-02-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"731",147,2016-03-01,"conor",14,"Dublin","Ireland",1030431,53.33,-6.25,1
"732",147,2016-03-01,"nate",8,"Stockton","USA",299188,37.97,-121.31,0
"733",147,2016-03-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"734",147,2016-03-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"735",147,2016-03-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"736",148,2016-04-01,"conor",6,"Dublin","Ireland",1030431,53.33,-6.25,1
"737",148,2016-04-01,"nate",1,"Stockton","USA",299188,37.97,-121.31,0
"738",148,2016-04-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"739",148,2016-04-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"740",148,2016-04-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"741",149,2016-05-01,"conor",4,"Dublin","Ireland",1030431,53.33,-6.25,1
"742",149,2016-05-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"743",149,2016-05-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"744",149,2016-05-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"745",149,2016-05-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"746",150,2016-06-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"747",150,2016-06-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"748",150,2016-06-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"749",150,2016-06-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"750",150,2016-06-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"751",151,2016-07-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"752",151,2016-07-01,"nate",1,"Stockton","USA",299188,37.97,-121.31,0
"753",151,2016-07-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"754",151,2016-07-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"755",151,2016-07-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"756",152,2016-08-01,"conor",12,"Dublin","Ireland",1030431,53.33,-6.25,1
"757",152,2016-08-01,"nate",7,"Stockton","USA",299188,37.97,-121.31,0
"758",152,2016-08-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"759",152,2016-08-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"760",152,2016-08-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"761",153,2016-09-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"762",153,2016-09-01,"nate",1,"Stockton","USA",299188,37.97,-121.31,0
"763",153,2016-09-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"764",153,2016-09-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"765",153,2016-09-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"766",154,2016-10-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"767",154,2016-10-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"768",154,2016-10-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"769",154,2016-10-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"770",154,2016-10-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"771",155,2016-11-01,"conor",12,"Dublin","Ireland",1030431,53.33,-6.25,1
"772",155,2016-11-01,"nate",1,"Stockton","USA",299188,37.97,-121.31,0
"773",155,2016-11-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"774",155,2016-11-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"775",155,2016-11-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"776",156,2016-12-01,"conor",4,"Dublin","Ireland",1030431,53.33,-6.25,1
"777",156,2016-12-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"778",156,2016-12-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"779",156,2016-12-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"780",156,2016-12-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"781",157,2017-01-01,"conor",4,"Dublin","Ireland",1030431,53.33,-6.25,1
"782",157,2017-01-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"783",157,2017-01-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"784",157,2017-01-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"785",157,2017-01-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"786",158,2017-02-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"787",158,2017-02-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"788",158,2017-02-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"789",158,2017-02-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"790",158,2017-02-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"791",159,2017-03-01,"conor",4,"Dublin","Ireland",1030431,53.33,-6.25,1
"792",159,2017-03-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"793",159,2017-03-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"794",159,2017-03-01,"floyd",3,"Grand Rapids","USA",193006,42.96,-85.66,0
"795",159,2017-03-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"796",160,2017-04-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"797",160,2017-04-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"798",160,2017-04-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"799",160,2017-04-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"800",160,2017-04-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"801",161,2017-05-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"802",161,2017-05-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"803",161,2017-05-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"804",161,2017-05-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"805",161,2017-05-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"806",162,2017-06-01,"conor",8,"Dublin","Ireland",1030431,53.33,-6.25,1
"807",162,2017-06-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"808",162,2017-06-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"809",162,2017-06-01,"floyd",7,"Grand Rapids","USA",193006,42.96,-85.66,0
"810",162,2017-06-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"811",163,2017-07-01,"conor",21,"Dublin","Ireland",1030431,53.33,-6.25,1
"812",163,2017-07-01,"nate",1,"Stockton","USA",299188,37.97,-121.31,0
"813",163,2017-07-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"814",163,2017-07-01,"floyd",18,"Grand Rapids","USA",193006,42.96,-85.66,0
"815",163,2017-07-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"816",164,2017-08-01,"conor",100,"Dublin","Ireland",1030431,53.33,-6.25,1
"817",164,2017-08-01,"nate",1,"Stockton","USA",299188,37.97,-121.31,0
"818",164,2017-08-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"819",164,2017-08-01,"floyd",99,"Grand Rapids","USA",193006,42.96,-85.66,0
"820",164,2017-08-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"821",165,2017-09-01,"conor",5,"Dublin","Ireland",1030431,53.33,-6.25,1
"822",165,2017-09-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"823",165,2017-09-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"824",165,2017-09-01,"floyd",4,"Grand Rapids","USA",193006,42.96,-85.66,0
"825",165,2017-09-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"826",166,2017-10-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"827",166,2017-10-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"828",166,2017-10-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"829",166,2017-10-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"830",166,2017-10-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"831",167,2017-11-01,"conor",4,"Dublin","Ireland",1030431,53.33,-6.25,1
"832",167,2017-11-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"833",167,2017-11-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"834",167,2017-11-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"835",167,2017-11-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"836",168,2017-12-01,"conor",4,"Dublin","Ireland",1030431,53.33,-6.25,1
"837",168,2017-12-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"838",168,2017-12-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"839",168,2017-12-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"840",168,2017-12-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"841",169,2018-01-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"842",169,2018-01-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"843",169,2018-01-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"844",169,2018-01-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"845",169,2018-01-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"846",170,2018-02-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"847",170,2018-02-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"848",170,2018-02-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"849",170,2018-02-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"850",170,2018-02-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"851",171,2018-03-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"852",171,2018-03-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"853",171,2018-03-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"854",171,2018-03-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"855",171,2018-03-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"856",172,2018-04-01,"conor",10,"Dublin","Ireland",1030431,53.33,-6.25,1
"857",172,2018-04-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"858",172,2018-04-01,"khabib",3,"Moscow","Russia",10472629,55.75,37.62,1
"859",172,2018-04-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"860",172,2018-04-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"861",173,2018-05-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"862",173,2018-05-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"863",173,2018-05-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"864",173,2018-05-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"865",173,2018-05-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"866",174,2018-06-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"867",174,2018-06-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"868",174,2018-06-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"869",174,2018-06-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"870",174,2018-06-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"871",175,2018-07-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"872",175,2018-07-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"873",175,2018-07-01,"khabib",0,"Moscow","Russia",10472629,55.75,37.62,1
"874",175,2018-07-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"875",175,2018-07-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"876",176,2018-08-01,"conor",4,"Dublin","Ireland",1030431,53.33,-6.25,1
"877",176,2018-08-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"878",176,2018-08-01,"khabib",2,"Moscow","Russia",10472629,55.75,37.62,1
"879",176,2018-08-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"880",176,2018-08-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"881",177,2018-09-01,"conor",8,"Dublin","Ireland",1030431,53.33,-6.25,1
"882",177,2018-09-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"883",177,2018-09-01,"khabib",4,"Moscow","Russia",10472629,55.75,37.62,1
"884",177,2018-09-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"885",177,2018-09-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"886",178,2018-10-01,"conor",45,"Dublin","Ireland",1030431,53.33,-6.25,1
"887",178,2018-10-01,"nate",1,"Stockton","USA",299188,37.97,-121.31,0
"888",178,2018-10-01,"khabib",38,"Moscow","Russia",10472629,55.75,37.62,1
"889",178,2018-10-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"890",178,2018-10-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"891",179,2018-11-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"892",179,2018-11-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"893",179,2018-11-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"894",179,2018-11-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"895",179,2018-11-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"896",180,2018-12-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"897",180,2018-12-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"898",180,2018-12-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"899",180,2018-12-01,"floyd",3,"Grand Rapids","USA",193006,42.96,-85.66,0
"900",180,2018-12-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"901",181,2019-01-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"902",181,2019-01-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"903",181,2019-01-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"904",181,2019-01-01,"floyd",3,"Grand Rapids","USA",193006,42.96,-85.66,0
"905",181,2019-01-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"906",182,2019-02-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"907",182,2019-02-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"908",182,2019-02-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"909",182,2019-02-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"910",182,2019-02-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"911",183,2019-03-01,"conor",4,"Dublin","Ireland",1030431,53.33,-6.25,1
"912",183,2019-03-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"913",183,2019-03-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"914",183,2019-03-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"915",183,2019-03-01,"jorge",1,"Miami","USA",386740,25.78,-80.21,0
"916",184,2019-04-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"917",184,2019-04-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"918",184,2019-04-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"919",184,2019-04-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"920",184,2019-04-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"921",185,2019-05-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"922",185,2019-05-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"923",185,2019-05-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"924",185,2019-05-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"925",185,2019-05-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"926",186,2019-06-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"927",186,2019-06-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"928",186,2019-06-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"929",186,2019-06-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"930",186,2019-06-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"931",187,2019-07-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"932",187,2019-07-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"933",187,2019-07-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"934",187,2019-07-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"935",187,2019-07-01,"jorge",1,"Miami","USA",386740,25.78,-80.21,0
"936",188,2019-08-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"937",188,2019-08-01,"nate",2,"Stockton","USA",299188,37.97,-121.31,0
"938",188,2019-08-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"939",188,2019-08-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"940",188,2019-08-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"941",189,2019-09-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"942",189,2019-09-01,"nate",1,"Stockton","USA",299188,37.97,-121.31,0
"943",189,2019-09-01,"khabib",10,"Moscow","Russia",10472629,55.75,37.62,1
"944",189,2019-09-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"945",189,2019-09-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"946",190,2019-10-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"947",190,2019-10-01,"nate",1,"Stockton","USA",299188,37.97,-121.31,0
"948",190,2019-10-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"949",190,2019-10-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"950",190,2019-10-01,"jorge",1,"Miami","USA",386740,25.78,-80.21,0
"951",191,2019-11-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"952",191,2019-11-01,"nate",3,"Stockton","USA",299188,37.97,-121.31,0
"953",191,2019-11-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"954",191,2019-11-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"955",191,2019-11-01,"jorge",2,"Miami","USA",386740,25.78,-80.21,0
"956",192,2019-12-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"957",192,2019-12-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"958",192,2019-12-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"959",192,2019-12-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"960",192,2019-12-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"961",193,2020-01-01,"conor",20,"Dublin","Ireland",1030431,53.33,-6.25,1
"962",193,2020-01-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"963",193,2020-01-01,"khabib",2,"Moscow","Russia",10472629,55.75,37.62,1
"964",193,2020-01-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"965",193,2020-01-01,"jorge",1,"Miami","USA",386740,25.78,-80.21,0
"966",194,2020-02-01,"conor",3,"Dublin","Ireland",1030431,53.33,-6.25,1
"967",194,2020-02-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"968",194,2020-02-01,"khabib",1,"Moscow","Russia",10472629,55.75,37.62,1
"969",194,2020-02-01,"floyd",1,"Grand Rapids","USA",193006,42.96,-85.66,0
"970",194,2020-02-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
"971",195,2020-03-01,"conor",2,"Dublin","Ireland",1030431,53.33,-6.25,1
"972",195,2020-03-01,"nate",0,"Stockton","USA",299188,37.97,-121.31,0
"973",195,2020-03-01,"khabib",2,"Moscow","Russia",10472629,55.75,37.62,1
"974",195,2020-03-01,"floyd",2,"Grand Rapids","USA",193006,42.96,-85.66,0
"975",195,2020-03-01,"jorge",0,"Miami","USA",386740,25.78,-80.21,0
